onset	duration	trial_type1	trial_type2	stimulus	cue_onset	response_time	correct_response
0.158046179999602	0	nonword	abstract	agirative	2.0039030999998	0.558955699999842	1
6.4581989799996	0	word	concrete	telescope	8.0744212999999	0.588330500000211	1
12.5245477799996	0	nonword	concrete	charoit	14.1549316999996	0.56788570000026	1
16.30809328	0	nonword	abstract	frasinidy	17.9879456999999	0.796980500000245	1
25.2412543799998	0	nonword	concrete	charocper	26.8411118999999	0.75776020000012	1
28.98950738	0	word	abstract	revenge	30.7551511999997	0.580626800000118	1
35.2081219799999	0	nonword	concrete	honoydaw	36.8576162999999	0.524451400000089	1
46.407917679999	0	nonword	concrete	troitor	47.924340199999	0.66883609999968	1
57.49153558	0	word	concrete	parasite	59.174627899999	0.640632899999673	1
68.74135838	0	word	abstract	optimism	70.488430199999	0.511695400000007	1
72.641538179999	0	nonword	concrete	comgoor	74.274244999999	1.02429069999971	1
76.424691479999	0	nonword	abstract	respirlinle	78.207783199999	0.721533799999633	1
87.75772088	0	nonword	abstract	dissilative	89.690932199999	0.889114000000063	1
94.141331879999	0	word	abstract	affirmative	96.041360699999	0.496783900000082	1
98.191335779999	0	nonword	concrete	permonaride	100.057614999999	0.535084000000097	1
107.307867779999	0	nonword	abstract	timisipy	108.955518199999	1.32523390000005	1
118.507935679999	0	word	concrete	pillbox	120.274284199999	0.645564499999636	1
122.42513058	0	word	abstract	equality	124.088634999999	0.484081399999922	1
133.640813179999	0	word	abstract	belief	135.1409759	0.622680200000104	1
137.307843979999	0	nonword	concrete	congrogale	138.921656199999	0.501715900000363	1
143.374689479999	0	nonword	concrete	broish	144.907554299999	0.861918399999922	1
152.158098479999	0	nonword	concrete	practocan	153.722258099999	0.834064199999829	1
163.274757279999	0	word	abstract	fixation	165.055113799999	0.487551799999891	1
169.508084479999	0	nonword	concrete	woistcort	171.307249599999	0.92362120000007	1
178.558111179999	0	nonword	concrete	comprohind	180.371851499999	0.921898399999918	1
187.624583779999	0	word	concrete	frostbite	189.404590299999	0.454140699999697	1
191.55809728	0	nonword	abstract	infiritide	193.424280299999	0.475054600000021	1
195.574499679999	0	word	concrete	shoemaker	197.224012699999	0.598196500000085	1
206.774483079999	0	word	concrete	cartridge	208.471528499999	0.525921400000243	1
212.924886779999	0	word	concrete	warship	214.571523999999	0.445196600000144	1
216.724996879999	0	nonword	abstract	illasive	218.471545099999	0.440013700000236	1
220.624499379999	0	nonword	concrete	portabro	222.290756099999	0.502341800000067	1
226.741331579999	0	nonword	abstract	insarily	228.470481199999	0.51372769999989	1
232.937497079999	0	word	concrete	wallpaper	234.590676199999	0.576327100000071	0
239.041191579999	0	nonword	abstract	incimudy	240.7242361	0.512874199999714	1
250.27460218	0	word	concrete	grindstone	252.053710999999	1.33579439999994	1
259.307743379999	0	nonword	abstract	synpitative	261.288334099999	0.867560000000139	1
263.441190779999	0	word	abstract	intention	265.171486899999	0.578121900000041	1
267.324715479999	0	word	abstract	priority	269.004757599999	0.540594000000055	1
276.258256679999	0	nonword	concrete	turtore	277.8911387	0.509424800000033	1
287.440799679999	0	nonword	abstract	afranily	289.024178699999	1.0081127999997	1
298.57437468	0	word	abstract	legacy	300.138322099999	0.542940700000144	1
309.690973879999	0	nonword	abstract	etrinady	311.323798799999	0.748347600000215	1
320.874430979999	0	word	concrete	photograph	322.638587699999	0.687211299999944	1
332.191031979999	0	word	abstract	fantasy	333.838598	0.582710200000292	1
341.091028479999	0	nonword	concrete	scalptare	343.0710673	0.748769299999821	1
350.32447548	0	nonword	concrete	waperlane	352.022379599999	0.664833900000303	1
361.574712679999	0	nonword	concrete	vacoim	363.1404196	0.905454400000053	1
367.590909479999	0	word	abstract	solidarity	369.4408934	0.624378999999862	1
376.691373379999	0	word	concrete	cucumber	378.274158999999	0.491126799999619	1
385.524673079999	0	word	concrete	hamburger	387.1405646	0.604914099999859	1
391.59106898	0	nonword	concrete	scurecraw	393.523817099999	0.593021199999839	1
403.074095679999	0	word	abstract	experience	405.088385799999	0.459220499999901	1
414.640668779999	0	word	concrete	postcard	416.337989399999	1.16426499999988	1
423.590996579999	0	nonword	concrete	strangolape	425.373760799999	0.612532900000132	0
429.824559979999	0	nonword	abstract	impinling	431.6209854	0.53291530000024	1
436.074368179999	0	nonword	concrete	woimed	437.623868599999	0.808926700000029	1
439.774039879999	0	word	concrete	bartender	441.457156899999	0.451606499999797	1
445.90738398	0	word	concrete	houseboat	447.5240452	0.421917699999994	1
454.774685879999	0	word	abstract	formality	456.4573063	0.477744399999664	1
466.005627179999	0	nonword	abstract	intirgiment	467.923840199999	1.1019768000001	1
470.090889179999	0	word	concrete	gunpowder	471.756887799999	0.6498117000001	1
479.023172579999	0	word	abstract	imposition	480.7386137	0.548196000000189	1
485.191226679999	0	word	abstract	theory	486.740428599999	0.567798699999912	0
496.290636279999	0	nonword	concrete	porcopane	497.955163299999	0.616342199999962	1
507.524148279999	0	word	abstract	expertise	509.407209599999	0.566048799999862	1
516.65746198	0	nonword	concrete	tangorle	518.257065799999	0.771992400000272	1
525.50737258	0	nonword	concrete	paronaid	527.124112599999	0.70410959999981	0
531.574276179999	0	nonword	abstract	esimicate	533.423927099999	0.685670500000014	1
540.674275579999	0	word	abstract	desperation	542.488131699999	0.665247200000067	1
552.053977479999	0	nonword	concrete	vortae	553.607259599999	0.5974269000003	1
563.157384479999	0	word	abstract	possibility	564.840451999999	1.00443309999991	1
567.005922779999	0	nonword	concrete	vorced	568.6904968	0.904744299999947	1
573.14006248	0	word	concrete	stopwatch	575.005407699999	0.560277800000221	1
577.15745098	0	word	concrete	platform	578.8571746	0.678401699999994	1
588.407282779999	0	nonword	abstract	intidinaze	590.321364599999	0.57504020000033	1
592.474089879999	0	nonword	concrete	controbate	594.187639699999	0.643452400000114	1
596.34097958	0	nonword	concrete	paspock	597.890161699999	0.553233199999795	1
605.157280379999	0	word	concrete	vault	606.587795199999	0.648590400000102	1
608.741580379999	0	word	abstract	symbolism	610.4711531	0.511966099999881	0
614.924262779999	0	word	concrete	petticoat	616.554777199999	0.473684499999762	0
618.707649279999	0	nonword	concrete	captrous	620.373709299999	0.430285699999785	1
622.523495579999	0	word	abstract	moderation	624.287571999999	0.492439300000114	1
631.540725079999	0	word	abstract	integration	633.357041699999	0.497036199999911	1
640.607551479999	0	nonword	concrete	purtroit	642.288849599999	0.437290500000017	1
644.440743179999	0	word	abstract	extent	646.038550499999	0.619022800000038	1
650.49104168	0	word	concrete	sandpaper	652.2382814	0.614973400000053	1
654.39117598	0	nonword	concrete	pawten	655.855233	0.596199900000101	1
660.30783958	0	word	concrete	satellite	662.123460099999	0.420964899999944	1
669.374235479999	0	nonword	abstract	illegital	671.021936699999	0.542403500000091	1
678.27412518	0	nonword	concrete	crauben	679.8368459	0.464424400000098	1
681.987653379999	0	word	concrete	scalpel	683.553758599999	1.07522639999979	1
693.104028879999	0	nonword	concrete	bofcoit	694.7369519	0.719026800000392	1
699.18739638	0	nonword	abstract	dispeditive	701.071083199999	0.498866800000087	1
708.320657479999	0	nonword	concrete	proschoot	709.987792399999	0.489303500000005	1
719.541013479999	0	word	concrete	dandruff	721.1570475	0.644983499999852	1
725.624230579999	0	word	concrete	stateroom	727.254995499999	0.564713400000073	0
734.507473579999	0	nonword	abstract	occiputive	736.421912499999	1.01292259999991	1
743.673613579999	0	word	concrete	skateboard	745.507148599999	0.646709099999952	1
749.957868079999	0	nonword	concrete	verbetrate	751.873579699999	0.54254789999959	1
